Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed,Type
UDP ::212:7401:1:101 5555 ::212:7408:8:808 6666,UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,51:18.8,51:18.8,1.62214E+15,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 1 4,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,51:19.6,51:24.6,1.62214E+15,4998362,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0.008300066,0.233821154,4.998362064,0.044233293,0.039868667,0,0,0,0,0,0.008300066,0.233821154,0.044233293,0.039868667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,12198,107,0,0,0,0,0,0,107,107,107,0,114,0,0,22.80747173,0,12198,0,0,2440.399475,0,Normal
UDP ::212:7401:1:101 5555 ::212:740b:b:b0b 6666,UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,51:19.6,51:19.6,1.62214E+15,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7404:4:404 6666,UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,51:19.6,51:19.6,1.62214E+15,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
ICMPv6 fe80::212:7405:5:505 0 fe80::212:740c:c:c0c 0 155 1,ICMPv6,fe80::212:7405:5:505,0,fe80::212:740c:c:c0c,0,51:19.8,51:19.9,1.62214E+15,46861,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0.046860933,0.046860933,0.046860933,0.046860933,0,0.046860933,0.046860933,0.046860933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,204,102,0,102,102,102,0,0,2,0,0,42.67941358,0,204,0,0,4353.300186,Normal
UDP ::212:7401:1:101 5555 ::212:7406:6:606 6666,UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,51:21.8,51:21.8,1.62214E+15,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,51:22.0,51:26.9,1.62214E+15,4937502,set(),,0.008220911,0.085747004,4.937501907,0.020745806,0.011969632,0,0,0,0,0,0.008220911,0.085747004,0.020745806,0.011969632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1195,5,0,0,0,0,0,0,5,5,5,0,239,0,0,48.40504368,0,1195,0,0,242.0252184,0,Normal
UDP ::212:7401:1:101 5 ::212:7403:3:303 8765,UDP,::212:7401:1:101,5,::212:7403:3:303,8765,51:22.5,51:27.5,1.62214E+15,4968334,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.009526014,0.154901981,4.968334198,0.043581879,0.036869886,0.009526014,0.154901981,0.043581879,0.036869886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,6555,57,0,57,57,57,0,0,115,0,0,23.146592,0,6555,0,0,1319.355744,Malicious
UDP ::212:7401:1:101 5555 ::212:7409:9:909 6666,UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,51:23.1,51:27.2,1.62214E+15,4105369,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0.011617899,4.044631958,4.105368853,1.368456284,2.317711967,0.011617899,4.044631958,1.368456284,2.317711967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,306,76.5,0.577350269,76,77,76.5,0.577350269,0,4,0,0,0.974333854,0,306,0,0,74.53653983,Normal
UDP ::212:7401:1:101 5555 ::212:7405:5:505 6666,UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,51:23.6,51:23.6,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7407:7:707 6666,UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,51:23.7,51:27.8,1.62214E+15,4122455,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0.02870512,3.994731903,4.12245512,1.374151707,2.26976131,0.02870512,3.994731903,1.374151707,2.26976131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,306,76.5,0.577350269,76,77,76.5,0.577350269,0,4,0,0,0.970295613,0,306,0,0,74.22761437,Normal
UDP ::212:7401:1:101 5555 ::212:7402:2:202 6666,UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,51:24.0,51:24.0,1.62214E+15,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7408:8:808 6666,UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,51:24.3,51:28.9,1.62214E+15,4588972,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,4.588971853,4.588971853,4.588971853,4.588971853,0,4.588971853,4.588971853,4.588971853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.435827458,0,136,0,0,29.63626712,Normal
ICMPv6 fe80::212:7402:2:202 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7402:2:202,0,fe80::212:7408:8:808,0,51:24.5,51:24.5,1.62214E+15,0,"{'00:12:74:02:00:02:02:02', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,0,0,0,0,0,102,102,102,0,1,0,0,0,0,102,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 1 4,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,51:24.6,51:29.6,1.62214E+15,4969412,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0.008305073,0.320312023,4.96941185,0.050196079,0.052720344,0,0,0,0,0,0.008305073,0.320312023,0.050196079,0.052720344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,10700,107,0,0,0,0,0,0,107,107,107,0,100,0,0,20.12310511,0,10700,0,0,2153.172247,0,Normal
UDP ::212:7401:1:101 5555 ::212:7404:4:404 6666,UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,51:25.0,51:25.0,1.62214E+15,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:740b:b:b0b 6666,UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,51:25.4,51:25.4,1.62214E+15,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:740a:a:a0a 6666,UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,51:25.9,51:30.8,1.62214E+15,4930304,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.006620884,4.750555992,4.93030405,0.98606081,2.104726522,0.006620884,4.750555992,0.98606081,2.104726522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,456,76,0.894427191,75,77,76,0.894427191,0,6,0,0,1.216963498,0,456,0,0,92.48922582,Normal
ICMPv6 fe80::212:7404:4:404 0 fe80::212:7405:5:505 0 155 1,ICMPv6,fe80::212:7404:4:404,0,fe80::212:7405:5:505,0,51:26.3,51:26.3,1.62214E+15,0,"{'00:12:74:04:00:04:04:04', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,102,102,0,102,102,102,0,0,1,0,0,0,0,102,0,0,0,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,51:27.0,51:32.0,1.62214E+15,4993950,set(),,0.005985975,0.140328884,4.99394989,0.020982983,0.014333517,0,0,0,0,0,0.005985975,0.140328884,0.020982983,0.014333517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1195,5,0,0,0,0,0,0,5,5,5,0,239,0,0,47.85790807,0,1195,0,0,239.2895403,0,Normal
UDP ::212:7401:1:101 5555 ::212:740c:c:c0c 6666,UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,51:27.0,51:32.0,1.62214E+15,4981155,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.005899191,4.893826008,4.981154919,1.24528873,2.432460898,0.005899191,4.893826008,1.24528873,2.432460898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,379,75.8,0.836660027,75,77,75.8,0.836660027,0,5,0,0,1.003783259,0,379,0,0,76.08677104,Normal
UDP ::212:7401:1:101 5 ::212:7403:3:303 8765,UDP,::212:7401:1:101,5,::212:7403:3:303,8765,51:27.5,51:32.2,1.62214E+15,4658179,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.009549141,0.279188871,4.658178806,0.040505903,0.036257616,0.009549141,0.279188871,0.040505903,0.036257616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,6612,57,0,57,57,57,0,0,116,0,0,24.90243505,0,6612,0,0,1419.438798,Malicious
UDP ::212:7401:1:101 5555 ::212:7406:6:606 6666,UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,51:27.5,51:32.3,1.62214E+15,4809525,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,4.809524775,4.809524775,4.809524775,4.809524775,0,4.809524775,4.809524775,4.809524775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.415841481,0,136,0,0,28.27722072,Normal
UDP ::212:7401:1:101 5555 ::212:7405:5:505 6666,UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,51:29.2,51:29.2,1.62214E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 1 4,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,51:29.6,51:34.6,1.62214E+15,4996785,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0.008342028,0.280642986,4.996784925,0.046266527,0.048561654,0,0,0,0,0,0.008342028,0.280642986,0.046266527,0.048561654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,11663,107,0,0,0,0,0,0,107,107,107,0,109,0,0,21.81402642,0,11663,0,0,2334.100827,0,Normal
UDP ::212:7401:1:101 5555 ::212:7402:2:202 6666,UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,51:29.7,51:29.7,1.62214E+15,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7404:4:404 6666,UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,51:30.5,51:30.5,1.62214E+15,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:740b:b:b0b 6666,UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,51:30.9,51:35.5,1.62214E+15,4588915,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,4.588914871,4.588914871,4.588914871,4.588914871,0,4.588914871,4.588914871,4.588914871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.435832871,0,136,0,0,29.63663524,Normal
UDP ::212:7401:1:101 5555 ::212:7409:9:909 6666,UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,51:31.6,51:36.2,1.62214E+15,4627260,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0.041306973,4.54463315,4.62725997,1.54241999,2.599992864,0.041306973,4.54463315,1.54241999,2.599992864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,304,76,0.816496581,75,77,76,0.816496581,0,4,0,0,0.864442456,0,304,0,0,65.69762667,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,51:32.0,51:37.0,1.62214E+15,4988343,set(),,0.005253077,0.12724185,4.988343,0.022571688,0.017000478,0,0,0,0,0,0.005253077,0.12724185,0.022571688,0.017000478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1110,5,0,0,0,0,0,0,5,5,5,0,222,0,0,44.50375606,0,1110,0,0,222.5187803,0,Normal
UDP ::212:7401:1:101 5 ::212:7403:3:303 8765,UDP,::212:7401:1:101,5,::212:7403:3:303,8765,51:32.5,51:37.5,1.62214E+15,4913580,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.009548903,0.2577281,4.913579941,0.045078715,0.038277067,0.009548903,0.2577281,0.045078715,0.038277067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,6270,57,0,57,57,57,0,0,110,0,0,22.3869358,0,6270,0,0,1276.055341,Malicious
UDP ::212:7401:1:101 5555 ::212:7407:7:707 6666,UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,51:32.6,51:36.9,1.62214E+15,4317802,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,0.020925045,4.205672979,4.317802191,1.439267397,2.396035199,0.020925045,4.205672979,1.439267397,2.396035199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,304,76,0.816496581,75,77,76,0.816496581,0,4,0,0,0.926397273,0,304,0,0,70.40619278,Normal
UDP ::212:7401:1:101 5555 ::212:7408:8:808 6666,UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,51:33.1,51:33.1,1.62214E+15,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7405:5:505 6666,UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,51:34.4,51:38.8,1.62214E+15,4453125,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",,0,0,0,0,0,4.453125,4.453125,4.453125,4.453125,0,4.453125,4.453125,4.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.449122807,0,136,0,0,30.54035088,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7403:3:303 0 1 4,ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,51:34.7,51:39.6,1.62214E+15,4953729,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",,0.008342981,0.242187023,4.953728914,0.050037666,0.043395439,0,0,0,0,0,0.008342981,0.242187023,0.050037666,0.043395439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,10700,107,0,0,0,0,0,0,107,107,107,0,100,0,0,20.1868128,0,10700,0,0,2159.98897,0,Normal
UDP ::212:7401:1:101 5555 ::212:7402:2:202 6666,UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,51:35.2,51:35.2,1.62214E+15,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7404:4:404 6666,UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,51:35.7,51:40.0,1.62214E+15,4276441,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,4.276441097,4.276441097,4.276441097,4.276441097,0,4.276441097,4.276441097,4.276441097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.467678614,0,135,0,0,31.56830645,Normal
UDP ::212:7401:1:101 5555 ::212:740a:a:a0a 6666,UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,51:35.7,51:40.3,1.62214E+15,4551483,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.007812977,4.507173061,4.551483154,1.137870789,2.24621363,0.007812977,4.507173061,1.137870789,2.24621363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,382,76.4,0.547722558,76,77,76.4,0.547722558,0,5,0,0,1.098543046,0,382,0,0,83.92868874,Normal
