Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:01.0,46:06.0,1.6222E+15,4962336,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.135999918,4.962335825,0.036487763,0.02561626,0.007335901,0.135999918,0.036487763,0.02561626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,9864,72,0,72,72,72,0,0,137,0,0,27.60796528,0,9864,0,0,1987.7735
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,46:01.2,46:01.2,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,46:01.2,46:01.2,1.6222E+15,0,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,46:01.5,46:06.1,1.6222E+15,4533000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.532999992,4.532999992,4.532999992,4.532999992,0,4.532999992,4.532999992,4.532999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.441208912,0,136,0,0,30.00220604
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,46:02.3,46:02.3,1.6222E+15,0,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,46:02.9,46:07.1,1.6222E+15,4230000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.029999971,4.079999924,4.230000019,1.057500005,2.01509738,0.029999971,4.079999924,1.057500005,2.01509738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,380,76,0.707106781,75,77,76,0.707106781,0,5,0,0,1.182033097,0,380,0,0,89.83451537
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,46:03.5,46:08.2,1.6222E+15,4754000,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.753999949,4.753999949,4.753999949,4.753999949,0,4.753999949,4.753999949,4.753999949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.420698359,0,136,0,0,28.60748843
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,46:03.9,46:08.6,1.6222E+15,4675000,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.674999952,4.674999952,4.674999952,4.674999952,0,4.674999952,4.674999952,4.674999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.427807487,0,136,0,0,29.09090909
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,46:05.4,46:10.4,1.6222E+15,4989648,set(),Normal,0.00320816,0.046992064,4.989647865,0.017205682,0.010360081,0,0,0,0,0,0.00320816,0.046992064,0.017205682,0.010360081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1455,5,0,0,0,0,0,0,5,5,5,0,291,0,0,58.32074728,0,1455,0,0,291.6037364,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:05.5,46:10.5,1.6222E+15,4929000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.260999918,4.928999901,0.033080536,0.026567865,0,0,0,0,0,0.00433588,0.260999918,0.033080536,0.026567865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,10800,72,0,0,0,0,0,0,72,72,72,0,150,0,0,30.43213634,0,10800,0,0,2191.113816,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:06.0,46:11.0,1.6222E+15,4968336,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.00733614,0.292000055,4.968335867,0.040724064,0.041947013,0.00733614,0.292000055,0.040724064,0.041947013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,8856,72,0,72,72,72,0,0,123,0,0,24.75677973,0,8856,0,0,1782.488141
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,46:06.2,46:06.2,1.6222E+15,0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
ICMPv6 fe80::204:4:4:4 0 ff02::1a 0 155 1,ICMPv6,fe80::204:4:4:4,0,ff02::1a,0,46:06.9,46:06.9,1.6222E+15,0,"{'0x0000ffff', '00:04:00:04:00:04:00:04'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,46:07.1,46:11.9,1.6222E+15,4791000,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.791000128,4.791000128,4.791000128,4.791000128,0,4.791000128,4.791000128,4.791000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.417449384,0,134,0,0,27.96910875
UDP ::201:1:1:1 5555 ::20a:a:a:a 6666,UDP,::201:1:1:1,5555,::20a:a:a:a,6666,46:07.3,46:11.5,1.6222E+15,4197000,"{'00:0a:00:0a:00:0a:00:0a', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.197000027,4.197000027,4.197000027,4.197000027,0,4.197000027,4.197000027,4.197000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.476530855,0,135,0,0,32.16583274
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,46:07.4,46:11.8,1.6222E+15,4435000,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.434999943,4.434999943,4.434999943,4.434999943,0,4.434999943,4.434999943,4.434999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.450958286,0,135,0,0,30.43968433
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,46:08.2,46:08.2,1.6222E+15,0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,46:08.3,46:08.3,1.6222E+15,0,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
ICMPv6 fe80::20b:b:b:b 0 ff02::1a 0 155 1,ICMPv6,fe80::20b:b:b:b,0,ff02::1a,0,46:09.4,46:09.4,1.6222E+15,0,"{'0x0000ffff', '00:0b:00:0b:00:0b:00:0b'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
UDP ::201:1:1:1 5555 ::205:5:5:5 6666,UDP,::201:1:1:1,5555,::205:5:5:5,6666,46:10.2,46:14.7,1.6222E+15,4589000,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.588999987,4.588999987,4.588999987,4.588999987,0,4.588999987,4.588999987,4.588999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.435824798,0,135,0,0,29.41817389
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,46:10.5,46:15.4,1.6222E+15,4982000,set(),Normal,0.003335953,0.048336029,4.982000113,0.017238755,0.009887603,0,0,0,0,0,0.003335953,0.048336029,0.017238755,0.009887603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1450,5,0,0,0,0,0,0,5,5,5,0,290,0,0,58.2095544,0,1450,0,0,291.047772,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:10.5,46:15.5,1.6222E+15,4982000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.169000149,4.981999874,0.035333332,0.028808303,0,0,0,0,0,0.00433588,0.169000149,0.035333332,0.028808303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,10224,72,0,0,0,0,0,0,72,72,72,0,142,0,0,28.50260939,0,10224,0,0,2052.187876,0
ICMPv6 fe80::207:7:7:7 0 ff02::1a 0 155 1,ICMPv6,fe80::207:7:7:7,0,ff02::1a,0,46:11.1,46:11.1,1.6222E+15,0,"{'0x0000ffff', '00:07:00:07:00:07:00:07'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:11.1,46:15.9,1.6222E+15,4783000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.134000063,4.782999992,0.034164286,0.024579779,0.007335901,0.134000063,0.034164286,0.024579779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,10152,72,0,72,72,72,0,0,141,0,0,29.47940623,0,10152,0,0,2122.517249
UDP ::201:1:1:1 5555 ::204:4:4:4 6666,UDP,::201:1:1:1,5555,::204:4:4:4,6666,46:11.6,46:15.6,1.6222E+15,4030000,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.029999971,4.029999971,4.029999971,4.029999971,0,4.029999971,4.029999971,4.029999971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.496277916,0,136,0,0,33.74689826
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,46:11.8,46:11.9,1.6222E+15,104000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.103999853,0.103999853,0.103999853,0.103999853,0,0.103999853,0.103999853,0.103999853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,151,75.5,0.707106781,75,76,75.5,0.707106781,0,2,0,0,19.23076923,0,151,0,0,1451.923077
UDP ::201:1:1:1 5555 ::206:6:6:6 6666,UDP,::201:1:1:1,5555,::206:6:6:6,6666,46:13.4,46:13.4,1.6222E+15,0,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
UDP ::201:1:1:1 5555 ::20b:b:b:b 6666,UDP,::201:1:1:1,5555,::20b:b:b:b,6666,46:13.9,46:18.8,1.6222E+15,4860000,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.860000134,4.860000134,4.860000134,4.860000134,0,4.860000134,4.860000134,4.860000134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.411522634,0,135,0,0,27.77777778
UDP ::201:1:1:1 5555 ::202:2:2:2 6666,UDP,::201:1:1:1,5555,::202:2:2:2,6666,46:14.1,46:18.7,1.6222E+15,4539000,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.539000034,4.539000034,4.539000034,4.539000034,0,4.539000034,4.539000034,4.539000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.440625688,0,135,0,0,29.74223397
UDP ::201:1:1:1 5555 ::20c:c:c:c 6666,UDP,::201:1:1:1,5555,::20c:c:c:c,6666,46:14.4,46:14.4,1.6222E+15,0,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
ICMPv6 fe80::202:2:2:2 0 ff02::1a 0 155 1,ICMPv6,fe80::202:2:2:2,0,ff02::1a,0,46:15.3,46:15.3,1.6222E+15,0,"{'0x0000ffff', '00:02:00:02:00:02:00:02'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,46:15.5,46:20.5,1.6222E+15,4990664,set(),Normal,0.003335953,0.049240112,4.990664005,0.018280821,0.010884011,0,0,0,0,0,0.003335953,0.049240112,0.018280821,0.010884011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1370,5,0,0,0,0,0,0,5,5,5,0,274,0,0,54.90251397,0,1370,0,0,274.5125699,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 129 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:15.6,46:20.6,1.6222E+15,4959000,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0.00433588,0.112999916,4.959000111,0.033060001,0.024302715,0,0,0,0,0,0.00433588,0.112999916,0.033060001,0.024302715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,10872,72,0,0,0,0,0,0,72,72,72,0,151,0,0,30.44968744,0,10872,0,0,2192.377495,0
UDP ::201:1:1:1 5555 ::20a:a:a:a 6666,UDP,::201:1:1:1,5555,::20a:a:a:a,6666,46:15.6,46:15.6,1.6222E+15,0,"{'00:0a:00:0a:00:0a:00:0a', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0
UDP ::201:1:1:1 5555 ::209:9:9:9 6666,UDP,::201:1:1:1,5555,::209:9:9:9,6666,46:16.2,46:16.2,1.6222E+15,0,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,0,0,1,0,0,0,0,67,0,0,0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 128 0,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,46:16.2,46:21.2,1.6222E+15,4999160,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",Malicious,0,0,0,0,0,0.007335901,0.44900012,4.999160051,0.042365763,0.048356866,0.007335901,0.44900012,0.042365763,0.048356866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,8568,72,0,72,72,72,0,0,119,0,0,23.80399907,0,8568,0,0,1713.887933
ICMPv6 fe80::208:8:8:8 0 fe80::20a:a:a:a 0 155 1,ICMPv6,fe80::208:8:8:8,0,fe80::20a:a:a:a,0,46:17.4,46:17.4,1.6222E+15,41000,"{'00:0a:00:0a:00:0a:00:0a', '00:08:00:08:00:08:00:08'}",Normal,0.040999889,0.040999889,0.040999889,0.040999889,0,0,0,0,0,0,0.040999889,0.040999889,0.040999889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,204,102,0,0,0,0,0,0,102,102,102,0,2,0,0,48.7804878,0,204,0,0,4975.609756,0
UDP ::201:1:1:1 5555 ::208:8:8:8 6666,UDP,::201:1:1:1,5555,::208:8:8:8,6666,46:17.8,46:22.6,1.6222E+15,4792000,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,0.029671907,4.604000092,4.792000055,1.198000014,2.270823388,0.029671907,4.604000092,1.198000014,2.270823388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,378,75.6,0.547722558,75,76,75.6,0.547722558,0,5,0,0,1.043405676,0,378,0,0,78.88146912
UDP ::201:1:1:1 5555 ::207:7:7:7 6666,UDP,::201:1:1:1,5555,::207:7:7:7,6666,46:17.8,46:22.1,1.6222E+15,4343000,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",Normal,0,0,0,0,0,4.343000174,4.343000174,4.343000174,4.343000174,0,4.343000174,4.343000174,4.343000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,134,67,0,67,67,67,0,0,2,0,0,0.460511167,0,134,0,0,30.85424822
